ticket_id,text,timestamp,actual_category,actual_sentiment
0c6076ab-fba7-4e89-82ad-7a1c03538188,I can't figure out how to configure the dashboard. Please help.,2026-04-11T08:55:10.807968,Training Need,Negative
5f65b8dd-06a8-4afd-93f6-2860d45d1c9e,How do I configure the dashboard?,2026-04-13T00:55:10.807968,Training Need,Neutral
dfad2b59-5f61-4fb4-9cb3-263055d555cb,The notification system is not loading on my screen.,2026-04-19T13:55:10.807968,Bug,Negative
c68946f3-4350-4f5f-890f-01cdd97fb376,How do I set up 2FA?,2026-04-19T17:55:10.807968,Training Need,Neutral
d908c6af-7b47-496b-bde1-3e48bade9312,I can't figure out how to set up 2FA. Please help.,2026-04-12T10:55:10.807968,Training Need,Negative
4e9c905b-0c48-4128-9a4a-ba1d23ec606c,I'm confused about how to change my billing details.,2026-04-06T03:55:10.807968,Training Need,Negative
3f8b4ab2-2da4-422f-ad31-539d86eba997,I get an error message when I try to use login page.,2026-04-22T14:55:10.807968,Bug,Negative
f8059a16-0d1c-43b8-a8a1-f43035c5d4e2,When does my subscription renew?,2026-04-08T14:55:10.807968,Inquiry,Neutral
b4c986af-3bbc-4880-b451-e7a6048569fd,When does my subscription renew?,2026-04-22T19:55:10.807968,Inquiry,Neutral
03daa2fc-c729-41d9-8450-149164da89d4,Why isn't there an option to integrate with Slack?,2026-04-08T14:55:10.807968,Product Gap,Negative
f508b2fc-e065-4767-8cd9-5e399d097597,I can't figure out how to add a new team member. Please help.,2026-04-08T05:55:10.807968,Training Need,Negative
56ffe13e-2e9a-4010-aac0-72f5c810fe6f,I can't figure out how to set up 2FA. Please help.,2026-04-22T08:55:10.807968,Training Need,Negative
2702e804-16ea-4543-afe8-496ebe310c06,Is there a tutorial for change my billing details?,2026-04-09T02:55:10.807968,Training Need,Neutral
0fcbd8ca-0632-4e6c-a7a0-240f840faad5,Can I get an invoice for last month?,2026-04-05T14:55:10.807968,Inquiry,Neutral
961c6718-1515-4846-b8fe-8e6432c20583,When does my subscription renew?,2026-04-26T13:55:10.807968,Inquiry,Neutral
63764cd5-30aa-421b-a3b8-31e02e023f80,I get an error message when I try to use analytics dashboard.,2026-04-08T13:55:10.807968,Bug,Negative
e4c2bf67-39d2-4acf-a85a-2684eb995519,Can I get an invoice for last month?,2026-04-02T14:55:10.807968,Inquiry,Neutral
2fb42312-b9a3-4617-9374-04206b412e41,"Thank you for the quick support, the new payment gateway is great!",2026-04-20T22:55:10.807968,Feedback,Positive
4e9fdfc1-8fc3-402d-8852-e6b724274f8f,The notification system is not loading on my screen.,2026-04-05T19:55:10.807968,Bug,Negative
cbc02e8e-abc5-4d06-8c92-81ef430fd9b7,Why isn't there an option to save custom views?,2026-04-22T22:55:10.807968,Product Gap,Negative
e654dee1-b654-436a-8db1-98e800ddd348,Is there a tutorial for change my billing details?,2026-04-18T00:55:10.807968,Training Need,Neutral
09c65342-a969-4b21-af0f-2fbf188a2462,I wish you had a feature to add a dark mode.,2026-04-23T06:55:10.807968,Product Gap,Negative
29e795b4-0075-432c-8666-5a261dcec7b8,When does my subscription renew?,2026-04-25T18:55:10.807968,Inquiry,Neutral
85de3b4d-d3c7-4cd2-82f4-8eeda399761f,Can I get an invoice for last month?,2026-04-18T15:55:10.807968,Inquiry,Neutral
c7eadbe6-cb8d-46c5-b249-a007912f78c2,How do I set up 2FA?,2026-04-08T22:55:10.807968,Training Need,Neutral
db7d599f-42fb-4ff7-8e4c-dae627532d30,I wish you had a feature to add a dark mode.,2026-04-18T16:55:10.807968,Product Gap,Negative
a385a69f-cf7e-4243-b6c1-e1eccb8203fc,It would be great if the system could save custom views.,2026-04-28T08:55:10.807968,Product Gap,Neutral
f8e42a00-b5fa-4fb2-9c11-797e26f22096,I'm confused about how to add a new team member.,2026-04-22T03:55:10.807968,Training Need,Negative
8bb39be1-ac60-488a-8989-6afaada37cc7,I can't figure out how to change my billing details. Please help.,2026-04-26T23:55:10.807968,Training Need,Negative
19d465dd-4f94-4da9-9c0b-fd527f95d513,I get an error message when I try to use payment gateway.,2026-04-14T04:55:10.807968,Bug,Negative
e5fab97b-a7a9-4ea7-8a03-fc739f364f89,The payment gateway is not loading on my screen.,2026-04-29T03:55:10.807968,Bug,Negative
342e1a66-1cb1-47aa-b7b1-9c7837568c39,The analytics dashboard is not loading on my screen.,2026-04-06T08:55:10.807968,Bug,Negative
9a72e076-ec70-42a1-91b8-d4394ebdc6fc,"Thank you for the quick support, the new analytics dashboard is great!",2026-04-08T20:55:10.807968,Feedback,Positive
c76c1947-e0b6-4b66-b3fb-5074505d7f90,"Thank you for the quick support, the new mobile app is great!",2026-04-09T13:55:10.807968,Feedback,Positive
8137b4b6-4ff2-4776-befc-3fa8ebbf554e,Is there a tutorial for set up 2FA?,2026-04-04T14:55:10.807968,Training Need,Neutral
f36458e0-7390-44e5-85ef-8a6a2bf61a92,"Thank you for the quick support, the new mobile app is great!",2026-04-27T23:55:10.807968,Feedback,Positive
a05acefb-be03-4d2c-983a-2d6d7db4c272,How do I add a new team member?,2026-04-13T05:55:10.807968,Training Need,Neutral
5b79c71c-e515-4da8-bc75-1fe741c85555,When does my subscription renew?,2026-04-12T02:55:10.807968,Inquiry,Neutral
0922c65e-47a1-4660-90a9-a5206d9d04bf,Why isn't there an option to integrate with Slack?,2026-04-17T22:55:10.807968,Product Gap,Negative
3b1b2746-64d8-4381-bfcd-b65356eacdef,The analytics dashboard is completely broken and crashes.,2026-04-02T10:55:10.807968,Bug,Negative
e0712c0d-64c3-46a1-af16-cb7ffdefbb51,Why isn't there an option to integrate with Slack?,2026-04-15T10:55:10.807968,Product Gap,Negative
d73712a2-dfd9-420a-85fd-368fc1c1926b,When does my subscription renew?,2026-04-03T21:55:10.807968,Inquiry,Neutral
51068092-9b99-42d5-8327-23313951a0cf,The payment gateway is completely broken and crashes.,2026-04-08T22:55:10.807968,Bug,Negative
fe64452e-e33b-4cb4-9f82-d5a37ae78cfb,I can't figure out how to reset my password. Please help.,2026-04-22T04:55:10.807968,Training Need,Negative
61f99047-6a08-49df-b785-a8f19fb0ced0,Is there a tutorial for set up 2FA?,2026-04-14T23:55:10.807968,Training Need,Neutral
73766912-36df-4aeb-a622-ffea310eb6fb,When does my subscription renew?,2026-04-02T23:55:10.807968,Inquiry,Neutral
d3236e09-046e-4770-8a26-72cc76546b10,I wish you had a feature to add a dark mode.,2026-04-06T04:55:10.807968,Product Gap,Negative
1871a71c-dea8-4700-8c3d-54c0c13c0d19,When does my subscription renew?,2026-04-02T18:55:10.807968,Inquiry,Neutral
2c46f8cc-e7a4-447e-9a2a-1d0fd7ffabed,I get an error message when I try to use notification system.,2026-04-24T22:55:10.807968,Bug,Negative
bed8538e-88ac-445f-9c44-012c3d16d0b4,The login page is completely broken and crashes.,2026-04-17T21:55:10.807968,Bug,Negative
98f7fcb0-299b-4465-8f9b-5bdb77193b89,The analytics dashboard is not loading on my screen.,2026-04-09T14:55:10.807968,Bug,Negative
0fa6dbdf-30c6-4f07-9770-86438300d9b7,"Thank you for the quick support, the new mobile app is great!",2026-04-21T01:55:10.807968,Feedback,Positive
a50422e6-819f-4956-a23b-942484d60ff3,When does my subscription renew?,2026-04-16T02:55:10.807968,Inquiry,Neutral
6f024ff2-f3a3-435f-bad2-6e9ae13a7d1d,How do I add a new team member?,2026-04-03T13:55:10.807968,Training Need,Neutral
41ae6bfe-5d25-4042-9077-ef5dafd5428e,I get an error message when I try to use mobile app.,2026-04-28T06:55:10.807968,Bug,Negative
83c2c141-a72b-4a10-a702-b722681e1779,Why isn't there an option to integrate with Slack?,2026-04-15T18:55:10.807968,Product Gap,Negative
ae91655e-1fd0-45f5-8469-cb183867f1ce,Is there a tutorial for configure the dashboard?,2026-04-07T21:55:10.807968,Training Need,Neutral
b754e3b7-baef-404d-b173-53f439819b0a,The mobile app is not loading on my screen.,2026-04-20T18:55:10.807968,Bug,Negative
3e8ccd37-3032-41eb-9c9a-e78454ba5389,I can't figure out how to configure the dashboard. Please help.,2026-04-01T02:55:10.807968,Training Need,Negative
